央视频道,#genre#
滨海1,http://221.197.236.192:17514/udp/225.1.2.7:5002$联通RTP
滨海2,http://221.197.236.192:17514/udp/225.1.2.8:5002$联通RTP
大港油田企业,http://221.197.236.192:17514/udp/225.1.2.14:5002$天津RTP

华数频道,#genre#
爱上4K,http://114.241.253.135:4022/爱上4K[超清]?cors$订阅源
星影,http://114.241.253.135:4022/星影[高清]?cors$订阅源
动作影院,http://114.241.253.135:4022/动作影院[高清]?cors$订阅源
光影,http://114.241.253.135:4022/光影[高清]?cors$订阅源
喜剧影院,http://114.241.253.135:4022/喜剧影院[高清]?cors$订阅源
家庭影院,http://114.241.253.135:4022/家庭影院[高清]?cors$订阅源
精选,http://114.241.253.135:4022/精选[高清]?cors$订阅源
经典电影,http://114.241.253.135:4022/经典电影[高清]?cors$订阅源
热播剧场,http://114.241.253.135:4022/热播剧场[高清]?cors$订阅源
军旅剧场,http://114.241.253.135:4022/军旅剧场[高清]?cors$订阅源
城市剧场,http://114.241.253.135:4022/城市剧场[高清]?cors$订阅源
武侠剧场,http://114.241.253.135:4022/武侠剧场[高清]?cors$订阅源
魅力时尚,http://114.241.253.135:4022/魅力时尚[高清]?cors$订阅源
古装剧场,http://114.241.253.135:4022/古装剧场[高清]?cors$订阅源
少儿动画,http://114.241.253.135:4022/少儿动画[高清]?cors$订阅源
动画,http://114.241.253.135:4022/动画[高清]?cors$订阅源

卫视4K频道,#genre#
北京卫视4K,http://221.197.236.192:17514/udp/225.1.1.113:5002$联通RTP
北京卫视4K,http://221.197.236.192:17514/udp/225.1.2.246:5002$联通RTP
北京卫视4K,http://101.66.199.29:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
北京卫视4K,http://101.66.199.118:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
北京卫视4K,http://60.10.139.113:8801/hls/20/index.m3u8$订阅源
北京卫视4K,http://101.66.199.194:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
广东卫视4K,http://221.197.236.192:17514/udp/225.1.2.100:5002$联通RTP
深圳卫视4K,http://221.197.236.192:17514/udp/225.1.2.101:5002$联通RTP
山东卫视4K,http://221.197.236.192:17514/udp/225.1.2.106:5002$联通RTP
江苏卫视4K,http://221.197.236.192:17514/udp/225.1.2.107:5002$联通RTP
浙江卫视4K,http://221.197.236.192:17514/udp/225.1.2.109:5002$联通RTP
湖南卫视4K,http://198.204.228.26/live/hnwshd.m3u8$订阅源
湖南卫视4K,http://221.197.236.192:17514/udp/225.1.1.114:5002$联通RTP
湖南卫视4K,http://221.197.236.192:17514/udp/225.1.2.110:5002$联通RTP
湖南卫视4K,http://101.66.199.29:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
湖南卫视4K,http://101.66.199.118:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
湖南卫视4K,http://60.10.139.113:8801/hls/17/index.m3u8$订阅源
湖南卫视4K,http://101.66.199.194:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
四川卫视4K,http://198.204.228.26/live/scwshd.m3u8$订阅源
四川卫视4K,http://221.197.236.192:17514/udp/225.1.1.123:5002$联通RTP
四川卫视4K,http://221.197.236.192:17514/udp/225.1.2.111:5002$联通RTP
四川卫视4K,http://101.66.199.29:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
四川卫视4K,http://101.66.199.118:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
四川卫视4K,http://60.10.139.113:8801/hls/30/index.m3u8$订阅源
四川卫视4K,http://101.66.199.194:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源

港·澳·台,#genre#
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$订阅源

🕘️更新时间,#genre#
2026-07-02 21:53:57,http://198.204.228.26/live/cctv1hd.m3u8$订阅源
